,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
105,2020-05-06,53933.779094829806,47028.95883406824,62800.04194619709,53933.779094829806,53933.779094829806,241.33066806663751,241.33066806663751,241.33066806663751,241.33066806663751,241.33066806663751,241.33066806663751,0.0,0.0,0.0,54175.10976289644
106,2020-05-07,56996.38138632699,49762.44631367821,65257.48570538736,56996.38138632699,56996.38138632699,454.41534082923533,454.41534082923533,454.41534082923533,454.41534082923533,454.41534082923533,454.41534082923533,0.0,0.0,0.0,57450.79672715622
107,2020-05-08,60058.98367782417,51466.33729115198,67131.40946598169,60058.98367782417,60058.98367782417,-474.233230443344,-474.233230443344,-474.233230443344,-474.233230443344,-474.233230443344,-474.233230443344,0.0,0.0,0.0,59584.75044738083
108,2020-05-09,63121.58596932131,54838.96802419305,70741.3587886754,63121.58596932131,63121.58596932131,-307.94753253556075,-307.94753253556075,-307.94753253556075,-307.94753253556075,-307.94753253556075,-307.94753253556075,0.0,0.0,0.0,62813.63843678575
109,2020-05-10,66184.18826081854,58316.64398591524,74146.58938855745,66184.18826081854,66184.18826081854,-52.66410217313936,-52.66410217313936,-52.66410217313936,-52.66410217313936,-52.66410217313936,-52.66410217313936,0.0,0.0,0.0,66131.5241586454
110,2020-05-11,69246.79078487337,61380.32632135594,77100.60911643943,69246.79078487337,69246.79078487337,-18.15179544732467,-18.15179544732467,-18.15179544732467,-18.15179544732467,-18.15179544732467,-18.15179544732467,0.0,0.0,0.0,69228.63898942605
111,2020-05-12,72309.39330892827,64652.278832767144,80099.03321423782,72309.39330892827,72309.39330892827,157.25065170546088,157.25065170546088,157.25065170546088,157.25065170546088,157.25065170546088,157.25065170546088,0.0,0.0,0.0,72466.64396063372
112,2020-05-13,75371.99583298319,67571.23048254728,83801.03366329953,75371.99583298319,75371.99583298319,241.33066806563104,241.33066806563104,241.33066806563104,241.33066806563104,241.33066806563104,241.33066806563104,0.0,0.0,0.0,75613.32650104881
113,2020-05-14,78434.59835703808,70435.19078412624,87236.2820686601,78434.59835703808,78434.59835703808,454.4153408288551,454.4153408288551,454.4153408288551,454.4153408288551,454.4153408288551,454.4153408288551,0.0,0.0,0.0,78889.01369786693
114,2020-05-15,81497.20101833633,73451.41322184246,89173.68011823617,81497.20101833633,81497.20101833633,-474.23323044357693,-474.23323044357693,-474.23323044357693,-474.23323044357693,-474.23323044357693,-474.23323044357693,0.0,0.0,0.0,81022.96778789275
115,2020-05-16,84559.80367963458,76089.65972406032,92321.180632034,84559.80367963458,84559.80367963458,-307.94753253653556,-307.94753253653556,-307.94753253653556,-307.94753253653556,-307.94753253653556,-307.94753253653556,0.0,0.0,0.0,84251.85614709805
116,2020-05-17,87622.40634093284,79914.23668806555,96341.41782654887,87622.40634093284,87622.40634093284,-52.66410217385616,-52.66410217385616,-52.66410217385616,-52.66410217385616,-52.66410217385616,-52.66410217385616,0.0,0.0,0.0,87569.74223875898
117,2020-05-18,90685.00900223109,83336.10502476682,97919.84327085158,90685.00900223109,90685.00900223109,-18.151795448417044,-18.151795448417044,-18.151795448417044,-18.151795448417044,-18.151795448417044,-18.151795448417044,0.0,0.0,0.0,90666.85720678268
118,2020-05-19,93747.61166352934,85422.52638321313,101954.53168213589,93747.61166352934,93747.61166352934,157.25065170492428,157.25065170492428,157.25065170492428,157.25065170492428,157.25065170492428,157.25065170492428,0.0,0.0,0.0,93904.86231523426
119,2020-05-20,102653.05651365774,94501.1400069352,110645.32874609415,102653.05651365774,102653.05651365774,241.3306680657176,241.3306680657176,241.3306680657176,241.3306680657176,241.3306680657176,241.3306680657176,0.0,0.0,0.0,102894.38718172345
120,2020-05-21,111558.50136378597,104829.26471953241,119925.5206132621,111558.50136378597,111558.50136378597,454.4153408284749,454.4153408284749,454.4153408284749,454.4153408284749,454.4153408284749,454.4153408284749,0.0,0.0,0.0,112012.91670461444
121,2020-05-22,120463.94621391402,112062.1491273693,127875.04189128811,120463.94621391402,120463.94621391402,-474.23323044380976,-474.23323044380976,-474.23323044380976,-474.23323044380976,-474.23323044380976,-474.23323044380976,0.0,0.0,0.0,119989.7129834702
122,2020-05-23,129369.39106404224,121237.83778914419,136694.03456378973,129369.39106404224,129369.39106404224,-307.94753253555456,-307.94753253555456,-307.94753253555456,-307.94753253555456,-307.94753253555456,-307.94753253555456,0.0,0.0,0.0,129061.44353150668
123,2020-05-24,138274.83591417028,130652.17864810248,146117.87122082722,138274.8359141703,138274.8359141703,-52.66410217451953,-52.66410217451953,-52.66410217451953,-52.66410217451953,-52.66410217451953,-52.66410217451953,0.0,0.0,0.0,138222.17181199577
124,2020-05-25,147180.2807642985,139012.87124061454,154250.1012773619,147180.2807642985,147180.2807642985,-18.15179544758533,-18.15179544758533,-18.15179544758533,-18.15179544758533,-18.15179544758533,-18.15179544758533,0.0,0.0,0.0,147162.12896885094
125,2020-05-26,156085.72561442692,148515.96852054814,163844.7646028436,156085.72561442692,156085.72561442692,157.25065170531482,157.25065170531482,157.25065170531482,157.25065170531482,157.25065170531482,157.25065170531482,0.0,0.0,0.0,156242.97626613223
126,2020-05-27,164991.17046455498,157290.8027087001,173455.30756699876,164991.17046455498,164991.17046455498,241.330668065804,241.330668065804,241.330668065804,241.330668065804,241.330668065804,241.330668065804,0.0,0.0,0.0,165232.5011326208
127,2020-05-28,173896.61531468318,165913.34946952137,183536.47519855903,173896.61531468318,173896.61531468318,454.41534083017837,454.41534083017837,454.41534083017837,454.41534083017837,454.41534083017837,454.41534083017837,0.0,0.0,0.0,174351.03065551334
128,2020-05-29,182802.0601648114,174854.87246549557,189649.938136923,182802.0601648114,182802.0601648114,-474.2332304420512,-474.2332304420512,-474.2332304420512,-474.2332304420512,-474.2332304420512,-474.2332304420512,0.0,0.0,0.0,182327.82693436937
129,2020-05-30,191707.50501493947,183464.03471191076,199531.97958191368,191707.50501493947,191707.50501493947,-307.94753253457355,-307.94753253457355,-307.94753253457355,-307.94753253457355,-307.94753253457355,-307.94753253457355,0.0,0.0,0.0,191399.5574824049
130,2020-05-31,200612.94986506787,192449.2862465733,208648.2268465817,200612.94986506787,200612.94986506787,-52.66410217403944,-52.66410217403944,-52.66410217403944,-52.66410217403944,-52.66410217403944,-52.66410217403944,0.0,0.0,0.0,200560.28576289382
131,2020-06-01,209518.39471519593,201391.73854933842,218135.11053252104,209518.39471519593,209518.39471519593,-18.151795447932333,-18.151795447932333,-18.151795447932333,-18.151795447932333,-18.151795447932333,-18.151795447932333,0.0,0.0,0.0,209500.242919748
132,2020-06-02,218423.83956532413,209802.56955940224,226314.04647575354,218423.83956532413,218423.83956532413,157.25065170570537,157.25065170570537,157.25065170570537,157.25065170570537,157.25065170570537,157.25065170570537,0.0,0.0,0.0,218581.09021702985
133,2020-06-03,227329.28441545236,219582.42586123725,235531.37730884302,227329.28441545236,227329.28441545236,241.33066806638237,241.33066806638237,241.33066806638237,241.33066806638237,241.33066806638237,241.33066806638237,0.0,0.0,0.0,227570.61508351876
134,2020-06-04,236234.72926558042,228898.85219094472,244324.78738607105,236234.72926558042,236234.72926558042,454.4153408297574,454.4153408297574,454.4153408297574,454.4153408297574,454.4153408297574,454.4153408297574,0.0,0.0,0.0,236689.14460641018
135,2020-06-05,245140.17411570883,236940.89780350935,252790.1868383337,245140.1741157088,245140.1741157088,-474.23323044284945,-474.23323044284945,-474.23323044284945,-474.23323044284945,-474.23323044284945,-474.23323044284945,0.0,0.0,0.0,244665.94088526597
136,2020-06-06,254045.61896583703,245862.32248226716,261847.60102557926,254045.61896583703,254045.61896583703,-307.94753253554836,-307.94753253554836,-307.94753253554836,-307.94753253554836,-307.94753253554836,-307.94753253554836,0.0,0.0,0.0,253737.67143330147
137,2020-06-07,262951.0638159651,255043.16580464417,271474.44035111985,262951.0638159651,262951.0638159651,-52.664102173559385,-52.664102173559385,-52.664102173559385,-52.664102173559385,-52.664102173559385,-52.664102173559385,0.0,0.0,0.0,262898.3997137915
138,2020-06-08,271856.50866609334,264131.53790140303,279582.6770328986,271856.50866609334,271856.50866609334,-18.151795448279355,-18.151795448279355,-18.151795448279355,-18.151795448279355,-18.151795448279355,-18.151795448279355,0.0,0.0,0.0,271838.3568706451
139,2020-06-09,280761.9535162214,273136.4476855257,288771.43026176916,280761.9535162214,280761.9535162214,157.25065170510737,157.25065170510737,157.25065170510737,157.25065170510737,157.25065170510737,157.25065170510737,0.0,0.0,0.0,280919.20416792645
140,2020-06-10,289667.3983663496,281570.89380189223,298181.07298926276,289667.3983663496,289667.3983663496,241.3306680659769,241.3306680659769,241.3306680659769,241.3306680659769,241.3306680659769,241.3306680659769,0.0,0.0,0.0,289908.72903441556
141,2020-06-11,298572.843216478,290627.11155371135,307022.5268114029,298572.843216478,298572.843216478,454.4153408294179,454.4153408294179,454.4153408294179,454.4153408294179,454.4153408294179,454.4153408294179,0.0,0.0,0.0,299027.2585573074
142,2020-06-12,307478.28806660604,299098.14678698377,314868.2673601576,307478.28806660604,307478.28806660604,-474.23323044308233,-474.23323044308233,-474.23323044308233,-474.23323044308233,-474.23323044308233,-474.23323044308233,0.0,0.0,0.0,307004.05483616295
143,2020-06-13,316383.7329167343,308164.3835372543,323835.82366989955,316383.7329167343,316383.7329167343,-307.9475325345673,-307.9475325345673,-307.9475325345673,-307.9475325345673,-307.9475325345673,-307.9475325345673,0.0,0.0,0.0,316075.78538419976
144,2020-06-14,325289.1777668625,317169.58446561487,332964.34582540795,325289.1777668625,325289.1777668625,-52.664102175419565,-52.664102175419565,-52.664102175419565,-52.664102175419565,-52.664102175419565,-52.664102175419565,0.0,0.0,0.0,325236.51366468705
145,2020-06-15,334194.6226169905,326739.83420704096,342226.1729617133,334194.6226169905,334194.6226169905,-18.15179544862635,-18.15179544862635,-18.15179544862635,-18.15179544862635,-18.15179544862635,-18.15179544862635,0.0,0.0,0.0,334176.4708215419
146,2020-06-16,343100.06746711896,335803.6293691603,351093.4921111774,343100.06746711896,343100.06746711896,157.2506517045708,157.2506517045708,157.2506517045708,157.2506517045708,157.2506517045708,157.2506517045708,0.0,0.0,0.0,343257.3181188235
147,2020-06-17,352005.512317247,344751.5801936715,359866.47444258793,352005.512317247,352005.512317247,241.33066806655523,241.33066806655523,241.33066806655523,241.33066806655523,241.33066806655523,241.33066806655523,0.0,0.0,0.0,352246.84298531356
148,2020-06-18,360910.95716737525,353632.9058613943,369238.7379068591,360910.95716737525,360910.95716737525,454.4153408290377,454.4153408290377,454.4153408290377,454.4153408290377,454.4153408290377,454.4153408290377,0.0,0.0,0.0,361365.3725082043
149,2020-06-19,369816.40201750345,360367.582250259,377036.1294872828,369563.87335515185,370040.86665730545,-474.2332304433153,-474.2332304433153,-474.2332304433153,-474.2332304433153,-474.2332304433153,-474.2332304433153,0.0,0.0,0.0,369342.16878706013
150,2020-06-20,378721.84686763166,370963.4839102741,387281.1831467788,377932.5683380483,379501.51259641384,-307.94753253580734,-307.94753253580734,-307.94753253580734,-307.94753253580734,-307.94753253580734,-307.94753253580734,0.0,0.0,0.0,378413.89933509583
151,2020-06-21,387627.29171775974,379541.91235062387,395784.92411856935,386009.3983449417,389002.6454187375,-52.66410217374269,-52.66410217374269,-52.66410217374269,-52.66410217374269,-52.66410217374269,-52.66410217374269,0.0,0.0,0.0,387574.627615586
152,2020-06-22,396532.73656788794,388824.602583144,404860.0129467615,394076.5263247564,398782.7224465669,-18.15179544779463,-18.15179544779463,-18.15179544779463,-18.15179544779463,-18.15179544779463,-18.15179544779463,0.0,0.0,0.0,396514.58477244014
153,2020-06-23,405438.1814180162,397659.5761505518,414550.9729438041,402215.0097163309,408781.06452438666,157.25065170588843,157.25065170588843,157.25065170588843,157.25065170588843,157.25065170588843,157.25065170588843,0.0,0.0,0.0,405595.4320697221
154,2020-06-24,414343.6262681444,406014.17919365,423994.5950861902,410224.3296764435,418748.2865904101,241.3306680671336,241.3306680671336,241.3306680671336,241.3306680671336,241.3306680671336,241.3306680671336,0.0,0.0,0.0,414584.95693621156
155,2020-06-25,423249.0711182726,413926.5462665118,433271.66567027173,418130.0579329611,428576.8489539704,454.41534083070053,454.41534083070053,454.41534083070053,454.41534083070053,454.41534083070053,454.41534083070053,0.0,0.0,0.0,423703.4864591033
156,2020-06-26,432154.5159684007,421887.39192683686,440957.1476040695,425820.0197943649,438407.7611099402,-474.2332304435482,-474.2332304435482,-474.2332304435482,-474.2332304435482,-474.2332304435482,-474.2332304435482,0.0,0.0,0.0,431680.28273795714
157,2020-06-27,441059.9608185289,430365.5705152509,451260.36293637136,433507.2782229947,448441.3555934056,-307.94753253580427,-307.94753253580427,-307.94753253580427,-307.94753253580427,-307.94753253580427,-307.94753253580427,0.0,0.0,0.0,440752.0132859931
158,2020-06-28,449965.40566865716,439231.4737270075,460416.42607263086,441401.1175213419,458454.9868149432,-52.66410217445943,-52.66410217445943,-52.66410217445943,-52.66410217445943,-52.66410217445943,-52.66410217445943,0.0,0.0,0.0,449912.7415664827
159,2020-06-29,458870.85051878536,446984.25004192634,471182.7904075078,448956.3370696068,468739.8827290851,-18.151795448141637,-18.151795448141637,-18.151795448141637,-18.151795448141637,-18.151795448141637,-18.151795448141637,0.0,0.0,0.0,458852.6987233372
160,2020-06-30,467776.29536891356,454689.37390345614,480815.91407186235,456626.7998550839,479028.16934796085,157.25065170535188,157.25065170535188,157.25065170535188,157.25065170535188,157.25065170535188,157.25065170535188,0.0,0.0,0.0,467933.54602061893
161,2020-07-01,476681.7402190418,462844.35231080174,490392.0613667794,464142.1878845633,489321.14838161407,241.33066806612723,241.33066806612723,241.33066806612723,241.33066806612723,241.33066806612723,241.33066806612723,0.0,0.0,0.0,476923.0708871079
162,2020-07-02,485587.18506916985,470212.20929971815,501805.7522202167,471509.0884486617,499565.7337382014,454.41534083032025,454.41534083032025,454.41534083032025,454.41534083032025,454.41534083032025,454.41534083032025,0.0,0.0,0.0,486041.6004100002
163,2020-07-03,494492.62991929805,477319.3928850428,511959.6980130089,479156.82846001425,509671.88095787505,-474.23323044434636,-474.23323044434636,-474.23323044434636,-474.23323044434636,-474.23323044434636,-474.23323044434636,0.0,0.0,0.0,494018.3966888537
164,2020-07-04,503398.0747694263,485099.8638175276,520395.8359978907,486369.4565533589,520256.79010780196,-307.94753253580114,-307.94753253580114,-307.94753253580114,-307.94753253580114,-307.94753253580114,-307.94753253580114,0.0,0.0,0.0,503090.1272368905
165,2020-07-05,512303.5196195545,492200.72095853346,531085.3915979934,493884.61807549646,530639.4626452652,-52.664102175176204,-52.664102175176204,-52.664102175176204,-52.664102175176204,-52.664102175176204,-52.664102175176204,0.0,0.0,0.0,512250.85551737936
166,2020-07-06,521208.9644696828,499373.05717819085,541970.1282577576,501310.219083074,540923.5550094167,-18.151795448055317,-18.151795448055317,-18.151795448055317,-18.151795448055317,-18.151795448055317,-18.151795448055317,0.0,0.0,0.0,521190.81267423474
167,2020-07-07,530114.4093198108,507411.86972872686,552485.6923178125,508169.44853767875,551078.3369272412,157.25065170574237,157.25065170574237,157.25065170574237,157.25065170574237,157.25065170574237,157.25065170574237,0.0,0.0,0.0,530271.6599715166
168,2020-07-08,539019.8541699391,516127.8738033186,562332.2193373584,514974.01924079645,561566.3788129776,241.33066806621363,241.33066806621363,241.33066806621363,241.33066806621363,241.33066806621363,241.33066806621363,0.0,0.0,0.0,539261.1848380052
169,2020-07-09,547925.2990200672,523578.9540488678,574223.0844107706,522332.1675930903,572695.244176644,454.4153408299808,454.4153408299808,454.4153408299808,454.4153408299808,454.4153408299808,454.4153408299808,0.0,0.0,0.0,548379.7143608972
170,2020-07-10,556830.7438701955,527107.2706504463,584950.4464649484,529992.1637793579,583824.1095403105,-474.233230444014,-474.233230444014,-474.233230444014,-474.233230444014,-474.233230444014,-474.233230444014,0.0,0.0,0.0,556356.5106397514
171,2020-07-11,565736.1887203237,537366.1285891964,593104.5733049174,536984.2803947533,594211.6595986027,-307.9475325348201,-307.9475325348201,-307.9475325348201,-307.9475325348201,-307.9475325348201,-307.9475325348201,0.0,0.0,0.0,565428.2411877889
172,2020-07-12,574641.6335704516,543453.8387661802,603189.1908717832,544210.299832329,604709.471444108,-52.66410217349931,-52.66410217349931,-52.66410217349931,-52.66410217349931,-52.66410217349931,-52.66410217349931,0.0,0.0,0.0,574588.9694682781
173,2020-07-13,583547.0784205798,551647.6599174313,614365.0398301478,552644.8093537102,615549.0559865353,-18.15179544840231,-18.15179544840231,-18.15179544840231,-18.15179544840231,-18.15179544840231,-18.15179544840231,0.0,0.0,0.0,583528.9266251314
174,2020-07-14,592452.523270708,559174.2687321724,625891.9297918419,560349.3160348015,626503.701110275,157.25065170613294,157.25065170613294,157.25065170613294,157.25065170613294,157.25065170613294,157.25065170613294,0.0,0.0,0.0,592609.7739224142
175,2020-07-15,601357.9681208367,568121.7799002667,636864.6134171984,567847.2929350347,636907.1455238065,241.3306680663002,241.3306680663002,241.3306680663002,241.3306680663002,241.3306680663002,241.3306680663002,0.0,0.0,0.0,601599.2987889029
176,2020-07-16,610263.4129709648,574509.6028373144,648889.6084621671,575509.590607264,647628.6319844032,454.4153408296412,454.4153408296412,454.4153408296412,454.4153408296412,454.4153408296412,454.4153408296412,0.0,0.0,0.0,610717.8283117944
177,2020-07-17,619168.857821093,582173.3139944818,657447.9024436853,583086.9533463153,658560.3289441743,-474.23323044282085,-474.23323044282085,-474.23323044282085,-474.23323044282085,-474.23323044282085,-474.23323044282085,0.0,0.0,0.0,618694.6245906502
178,2020-07-18,628074.302671221,589009.2324504962,667749.7155133514,589218.3398070282,669225.9667810174,-307.9475325360601,-307.9475325360601,-307.9475325360601,-307.9475325360601,-307.9475325360601,-307.9475325360601,0.0,0.0,0.0,627766.3551386849
